Date,Time,Dir deg,WSMDir deg,WSK,WSMK kph,AvgTemp C,AvgRh %,AvgBP mbar,Rain mm,AvgSR W/m^2,Batt V,Spanel V
2005 Ene 01,0:00,301,310,11.6,14.9,15.8,72,1013.8,0,76,13.6,13.9
2005 Ene 01,0:10,302,297,11.6,14.9,15.3,74,1013.8,0,55, , 
2005 Ene 01,0:20,305,310,10.4,13.7,15,77,1013.8,0,84, , 
2005 Ene 01,0:30,299,294,8.2,10.8,15,79,1013.9,0,51, , 
2005 Ene 01,0:40,304,303,7.1,9.7,14.8,80,1013.9,0,28, , 
2005 Ene 01,0:50,304,304,5.1,6.8,14.4,82,1013.8,0,6, , 
2005 Ene 01,1:00,304,304,5.3,7.4,13.8,85,1013.8,0,-1, , 
2005 Ene 01,1:10,304,304,4.9,6.2,13.4,88,1013.8,0,-4, , 
2005 Ene 01,1:20,304,304,5.8,7.4,13,89,1013.8,0,-4, , 
2005 Ene 01,1:30,304,304,4.5,6.2,12.8,90,1013.9,0,-5, , 
2005 Ene 01,1:40,304,304,2.8,3.9,12.3,92,1014.1,0,-5, , 
2005 Ene 01,1:50,304,304,1.9,2.8,11.9,94,1014.2,0,-5, , 
2005 Ene 01,2:00,304,304,1.9,3.3,11.7,94,1014.5,0,-4, , 
2005 Ene 01,2:10,304,304,1.8,3.9,11.4,95,1014.6,0,-4, , 
2005 Ene 01,2:20,304,304,3.2,6.2,11.4,96,1014.5,0,-4, , 
2005 Ene 01,2:30,304,304,4.5,6.8,11.7,96,1014.3,0,-4, , 
2005 Ene 01,2:40,304,304,3.6,5.1,11.8,94,1014.2,0,-4, , 
2005 Ene 01,2:50,304,304,4.3,5.6,11.5,95,1014.2,0,-4, , 
2005 Ene 01,3:00,304,304,5.7,7.4,11.3,96,1014.3,0,-4,13,0
2005 Ene 01,3:10,304,304,4.8,6.2,11.1,96,1014.4,0,-4, , 
2005 Ene 01,3:20,23,307,5.4,7.4,10.9,97,1014.4,0,-4, , 
2005 Ene 01,3:30,68,65,4.6,6.8,10.8,97,1014.4,0,-4, , 
2005 Ene 01,3:40,74,79,6.7,9.1,10.5,98,1014.5,0,-4, , 
2005 Ene 01,3:50,72,73,6.8,8.5,10.3,98,1014.7,0,-4, , 
2005 Ene 01,4:00,78,76,6.6,8.5,10.2,98,1014.8,0,-4, , 
2005 Ene 01,4:10,84,77,6.8,8.5,10.1,99,1014.8,0,-4, , 
2005 Ene 01,4:20,84,103,5.6,8.5,10,99,1014.9,0,-3, , 
2005 Ene 01,4:30,87,85,9.5,13.1,9.8,99,1014.8,0,-2, , 
2005 Ene 01,4:40,88,83,9.3,13.1,9.9,100,1014.8,0,-2, , 
2005 Ene 01,4:50,89,103,8.7,12,10,99,1014.7,0,-2, , 
2005 Ene 01,5:00,96,110,9,13.1,10,99,1014.7,0,-3, , 
2005 Ene 01,5:10,85,86,7.9,13.7,9.9,98,1014.7,0,-3, , 
2005 Ene 01,5:20,89,102,8.3,12.5,10,99,1014.7,0,-2, , 
2005 Ene 01,5:30,83,105,6.4,10.8,10,99,1014.6,0,-2, , 
2005 Ene 01,5:40,90,95,5.4,7.4,10.2,99,1014.7,0,-1, , 
2005 Ene 01,5:50,83,78,6.5,9.7,10.5,99,1014.7,0,-1, , 
2005 Ene 01,6:00,74,73,6.5,9.1,10.7,98,1014.8,0,-2,12.8,0
2005 Ene 01,6:10,78,81,4.6,6.2,10.9,97,1014.8,0,-2, , 
2005 Ene 01,6:20,133,192,5.2,7.4,11,96,1014.8,0,-2, , 
2005 Ene 01,6:30,192,192,4.9,6.8,10.9,97,1014.9,0,-2, , 
2005 Ene 01,6:40,192,192,2.9,6.2,10.7,99,1014.8,0,-1, , 
2005 Ene 01,6:50,192,192,1.9,3.9,10.7,99,1014.8,0,-2, , 
2005 Ene 01,7:00,192,192,4.7,6.8,10.8,99,1014.7,0,-2, , 
2005 Ene 01,7:10,192,192,4,5.6,10.8,99,1014.7,0,-2, , 
2005 Ene 01,7:20,192,192,4.9,6.2,10.9,98,1014.7,0,-1, , 
2005 Ene 01,7:30,192,192,4.7,6.2,11.1,98,1014.6,0,-2, , 
2005 Ene 01,7:40,192,192,4.5,6.8,11,97,1014.6,0,-2, , 
2005 Ene 01,7:50,192,192,3.3,5.6,10.8,97,1014.6,0,-2, , 
2005 Ene 01,8:00,192,192,2.5,3.9,10.7,97,1014.6,0,-2, , 
2005 Ene 01,8:10,192,192,2.9,3.9,10.8,98,1014.6,0,-1, , 
2005 Ene 01,8:20,192,192,4.3,5.1,11,97,1014.6,0,-1, , 
2005 Ene 01,8:30,192,192,5.6,6.8,11.1,97,1014.5,0,-1, , 
2005 Ene 01,8:40,191,192,5.6,7.4,11.2,96,1014.5,0,-1, , 
2005 Ene 01,8:50,189,189,4.8,6.8,11.2,96,1014.5,0,-1, , 
2005 Ene 01,9:00,189,189,4.8,6.2,11.1,97,1014.4,0,-1,12.7,0
2005 Ene 01,9:10,88,75,5.3,7.9,11.1,97,1014.4,0,-1, , 
2005 Ene 01,9:20,83,85,4.7,6.2,11.2,97,1014.3,0,-1, , 
2005 Ene 01,9:30,77,85,4.8,6.8,11.3,96,1014.2,0,-2, , 
2005 Ene 01,9:40,79,87,4.9,6.8,11.3,96,1014.1,0,-3, , 
2005 Ene 01,9:50,65,65,3.6,4.5,11.2,97,1014.1,0,-2, , 
2005 Ene 01,10:00,67,66,4.1,5.6,11.2,97,1014.1,0,-2, , 
2005 Ene 01,10:10,71,72,3.7,6.8,11.1,97,1014.2,0,-2, , 
2005 Ene 01,10:20,73,69,5.1,9.1,11.2,97,1014.3,0,-2, , 
2005 Ene 01,10:30,69,52,6.1,9.7,11.1,97,1014.3,0,-3, , 
2005 Ene 01,10:40,71,76,6.2,8.5,11.1,97,1014.3,0,-2, , 
2005 Ene 01,10:50,86,100,6.8,9.1,11.2,97,1014.4,0,-2, , 
2005 Ene 01,11:00,80,80,6.5,8.5,11.3,96,1014.4,0,-1, , 
2005 Ene 01,11:10,78,81,5.7,7.4,11.4,95,1014.3,0,-1, , 
2005 Ene 01,11:20,76,68,6.5,9.7,11.4,96,1014.2,0,-3, , 
2005 Ene 01,11:30,84,79,6.8,9.1,11.2,97,1014.1,0,-3, , 
2005 Ene 01,11:40,82,82,5.9,9.1,11.2,97,1014,0,-2, , 
2005 Ene 01,11:50,91,86,5.6,7.4,11.2,97,1014.1,0,-2, , 
2005 Ene 01,12:00,91,83,6.8,9.1,11.2,96,1014,0,-1,12.7,0
2005 Ene 01,12:10,98,112,4.5,6.8,11.3,96,1014,0,-1, , 
2005 Ene 01,12:20,51,55,6.1,9.1,11.3,96,1014.1,0,-2, , 
2005 Ene 01,12:30,104,111,5.4,7.9,11.2,95,1014.1,0,-2, , 
2005 Ene 01,12:40,95,103,6,7.9,11.1,96,1014.1,0,-2, , 
2005 Ene 01,12:50,97,93,5.6,7.4,11.2,96,1014.1,0,-1, , 
2005 Ene 01,13:00,99,118,5.1,6.2,11.4,95,1014.1,0,-1, , 
2005 Ene 01,13:10,125,132,5,6.8,11.5,95,1014.5,0,-1, , 
2005 Ene 01,13:20,103,102,5.9,9.7,11.6,94,1014.6,0,-1, , 
2005 Ene 01,13:30,104,90,7.5,9.7,11.7,94,1014.7,0,-1, , 
2005 Ene 01,13:40,108,111,6.3,9.1,11.7,94,1014.8,0,-1, , 
2005 Ene 01,13:50,104,102,5.3,9.7,11.8,93,1015,0,-1, , 
2005 Ene 01,14:00,139,213,3.7,6.8,11.7,94,1015,0,-1, , 
2005 Ene 01,14:10,213,213,2.6,5.6,11.6,97,1015,0,-2, , 
2005 Ene 01,14:20,213,213,2.9,6.2,11.5,97,1015.1,0,-2, , 
2005 Ene 01,14:30,213,213,3.6,5.6,11.5,95,1015.1,0,-1, , 
2005 Ene 01,14:40,213,213,4.4,6.8,11.7,93,1015.3,0,0, , 
2005 Ene 01,14:50,213,213,1.8,3.3,11.7,93,1015.4,0,3, , 
2005 Ene 01,15:00,213,213,4.1,5.1,11.6,94,1015.5,0,13,12.7,12.9
2005 Ene 01,15:10,213,213,3.8,5.1,11.6,94,1015.6,0,28, , 
2005 Ene 01,15:20,213,213,4.8,6.8,11.7,94,1015.6,0,42, , 
2005 Ene 01,15:30,213,213,4.2,6.2,11.8,94,1015.7,0,52, , 
2005 Ene 01,15:40,213,213,4.7,7.9,11.7,95,1016,0,62, , 
2005 Ene 01,15:50,213,213,4.1,6.2,11.6,97,1016.2,0,85, , 
2005 Ene 01,16:00,213,213,4.2,6.8,11.7,97,1016.3,0,115, , 
2005 Ene 01,16:10,307,340,6.1,10.2,12.1,96,1016.4,0,191, , 
2005 Ene 01,16:20,332,344,7.3,10.2,12.5,95,1016.6,0,124, , 
2005 Ene 01,16:30,340,352,6.9,9.7,12.7,96,1016.6,0,140, , 
2005 Ene 01,16:40,349,344,7.1,9.7,12.8,96,1016.7,0,109, , 
2005 Ene 01,16:50,340,347,5.4,8.5,12.9,94,1016.8,0,133, , 
2005 Ene 01,17:00,336,336,4.5,7.4,13.3,93,1016.7,0,161, , 
2005 Ene 01,17:10,331,329,5,7.4,13.7,91,1016.8,0,161, , 
2005 Ene 01,17:20,340,341,6,7.9,13.9,88,1016.8,0,148, , 
2005 Ene 01,17:30,344,345,6.7,9.7,14.1,90,1016.9,0,149, , 
2005 Ene 01,17:40,331,329,6.4,9.7,14.1,93,1016.9,0,183, , 
2005 Ene 01,17:50,312,343,6.6,10.2,14.1,94,1016.9,0,193, , 
2005 Ene 01,18:00,336,351,7.4,13.1,14.2,94,1016.9,0,205,13.2,13.5
2005 Ene 01,18:10,351,0,5.7,7.9,14.3,93,1016.9,0,169, , 
2005 Ene 01,18:20,5,18,5.5,7.9,14.4,92,1016.8,0,226, , 
2005 Ene 01,18:30,351,30,6,10.8,14.8,90,1016.7,0,433, , 
2005 Ene 01,18:40,351,348,7.1,11.4,15.3,86,1016.4,0,371, , 
2005 Ene 01,18:50,354,352,6.5,9.1,15.6,85,1016.4,0,363, , 
2005 Ene 01,19:00,343,348,6.2,8.5,15.8,85,1016.2,0,317, , 
2005 Ene 01,19:10,331,337,7.7,10.8,16,85,1016,0,382, , 
2005 Ene 01,19:20,337,350,9.5,14.3,16,84,1015.7,0,254, , 
2005 Ene 01,19:30,335,327,8.2,12,15.8,86,1015.5,0,333, , 
2005 Ene 01,19:40,311,291,7.8,11.4,16,86,1015.4,0,402, , 
2005 Ene 01,19:50,331,330,6.7,10.8,16.3,84,1015.2,0,343, , 
2005 Ene 01,20:00,329,334,8.3,11.4,16.4,83,1015,0,380, , 
2005 Ene 01,20:10,330,341,7.1,12,16.6,82,1014.8,0,396, , 
2005 Ene 01,20:20,309,288,7.3,12.5,16.8,81,1014.5,0,412, , 
2005 Ene 01,20:30,311,283,8.3,12.5,17,81,1014.4,0,440, , 
2005 Ene 01,20:40,316,316,9,14.3,17.1,77,1014.3,0,478, , 
2005 Ene 01,20:50,304,307,11.8,17.2,17.2,70,1014.3,0,535, , 
2005 Ene 01,21:00,307,314,11.1,16.6,17.2,68,1014.2,0,469,13.9,14.3
2005 Ene 01,21:10,323,324,10.5,16,17.4,67,1014.1,0,472, , 
2005 Ene 01,21:20,320,313,10.1,14.3,17.5,65,1014.1,0,413, , 
2005 Ene 01,21:30,316,309,10.5,16,17.4,66,1014.1,0,363, , 
2005 Ene 01,21:40,311,297,9.9,15.4,17.2,68,1014.1,0,391, , 
2005 Ene 01,21:50,321,345,8.3,12,17.2,66,1014,0,360, , 
2005 Ene 01,22:00,303,307,8.9,12.5,17.2,65,1014.1,0,336, , 
2005 Ene 01,22:10,301,292,8.2,12.5,17.1,65,1014,0,286, , 
2005 Ene 01,22:20,317,303,8.3,15.4,17.1,68,1014,0,284, , 
2005 Ene 01,22:30,315,297,9.7,13.7,17,70,1014,0,246, , 
2005 Ene 01,22:40,315,315,10.4,13.7,16.7,72,1013.9,0,234, , 
2005 Ene 01,22:50,311,302,13.1,18.3,16.5,75,1013.8,0,220, , 
2005 Ene 01,23:00,317,305,13.5,18.3,16.1,80,1013.9,0,204, , 
2005 Ene 01,23:10,317,309,12.8,18.3,15.8,81,1013.8,0,189, , 
2005 Ene 01,23:20,311,302,13.2,17.7,15.7,80,1013.8,0,156, , 
2005 Ene 01,23:30,312,304,13.1,18.9,15.5,80,1013.9,0,130, , 
2005 Ene 01,23:40,309,305,12.8,17.7,15.3,80,1014,0,113, , 
2005 Ene 01,23:50,312,311,11.3,16.6,15.1,80,1014.1,0,95, , 
2005 Ene 02,0:00,311,305,11.8,15.4,15,80,1014.2,0,77,13.5,13.7
2005 Ene 02,0:10,312,313,10.5,14.9,14.9,81,1014.2,0,59, , 
2005 Ene 02,0:20,314,311,9.6,13.1,14.7,82,1014.2,0,43, , 
2005 Ene 02,0:30,315,322,9.4,12.5,14.5,83,1014.2,0,31, , 
2005 Ene 02,0:40,316,320,9.1,12.5,14.4,83,1014.2,0,35, , 
2005 Ene 02,0:50,316,314,8.1,10.2,14.3,84,1014.3,0,13, , 
2005 Ene 02,1:00,316,316,6.1,9.7,14,86,1014.3,0,3, , 
2005 Ene 02,1:10,316,316,6.4,7.9,13.6,88,1014.3,0,-1, , 
2005 Ene 02,1:20,316,316,5.9,7.4,13.2,89,1014.3,0,-4, , 
2005 Ene 02,1:30,316,316,5.4,7.4,12.9,90,1014.5,0,-4, , 
2005 Ene 02,1:40,316,316,4.8,6.8,12.7,91,1014.5,0,-4, , 
2005 Ene 02,1:50,316,316,5,6.2,12.5,92,1014.5,0,-4, , 
2005 Ene 02,2:00,316,316,3.9,6.2,12.3,93,1014.5,0,-4, , 
2005 Ene 02,2:10,316,316,2.8,3.9,12,94,1014.4,0,-4, , 
2005 Ene 02,2:20,316,316,2.3,3.3,11.8,95,1014.2,0,-4, , 
2005 Ene 02,2:30,316,316,1.7,2.2,11.6,96,1014.2,0,-4, , 
2005 Ene 02,2:40,316,316,1.7,2.8,11.3,97,1014.2,0,-4, , 
2005 Ene 02,2:50,316,316,2.8,3.9,11.1,98,1014.3,0,-4, , 
2005 Ene 02,3:00,316,316,2.6,5.1,11,99,1014.3,0,-4,12.9,0
2005 Ene 02,3:10,316,316,4.4,6.2,10.9,100,1014.2,0,-4, , 
2005 Ene 02,3:20,316,316,5.1,6.8,10.8,100,1014.2,0,-4, , 
2005 Ene 02,3:30,316,316,3.8,4.5,10.7,99,1014.3,0,-4, , 
2005 Ene 02,3:40,316,316,4.2,5.1,10.5,99,1014.3,0,-4, , 
2005 Ene 02,3:50,316,316,4.8,7.4,10.3,99,1014.3,0,-4, , 
2005 Ene 02,4:00,78,81,5.5,7.4,10.1,100,1014.3,0,-4, , 
2005 Ene 02,4:10,83,83,3.9,5.1,9.8,99,1014.4,0,-4, , 
2005 Ene 02,4:20,96,88,4.6,6.2,9.5,100,1014.5,0,-4, , 
2005 Ene 02,4:30,89,88,4.2,5.6,9.5,100,1014.6,0,-4, , 
2005 Ene 02,4:40,79,88,5.8,7.9,9.6,100,1014.6,0,-3, , 
2005 Ene 02,4:50,81,81,4.7,6.8,9.4,100,1014.8,0,-4, , 
2005 Ene 02,5:00,76,75,4.2,5.6,9.2,100,1014.8,0,-4, , 
2005 Ene 02,5:10,75,76,4.1,6.2,9.1,100,1014.9,0,-4, , 
2005 Ene 02,5:20,82,80,5,6.8,9,100,1014.9,0,-4, , 
2005 Ene 02,5:30,85,98,5.7,7.9,8.9,100,1015.1,0,-3, , 
2005 Ene 02,5:40,77,68,6.4,8.5,9,100,1015.1,0,-3, , 
2005 Ene 02,5:50,69,72,6.3,9.1,9.2,100,1015.1,0,-3, , 
2005 Ene 02,6:00,72,70,6.6,9.1,9.3,100,1015.2,0,-4,12.8,0
2005 Ene 02,6:10,78,81,6.8,9.1,9.1,100,1015.2,0,-4, , 
2005 Ene 02,6:20,82,72,6.9,9.1,8.9,100,1015.4,0,-4, , 
2005 Ene 02,6:30,83,90,7.1,9.1,8.9,100,1015.5,0,-4, , 
2005 Ene 02,6:40,83,85,5.2,6.8,8.7,100,1015.5,0,-4, , 
2005 Ene 02,6:50,81,81,6.1,8.5,8.5,100,1015.5,0,-3, , 
2005 Ene 02,7:00,81,84,6.4,9.7,8.6,100,1015.5,0,-3, , 
2005 Ene 02,7:10,79,73,6.2,7.9,8.6,100,1015.4,0,-2, , 
2005 Ene 02,7:20,75,71,7.7,9.7,8.8,100,1015.4,0,-2, , 
2005 Ene 02,7:30,75,73,7.4,10.2,8.9,100,1015.4,0,-3, , 
2005 Ene 02,7:40,71,74,9.1,12,8.9,100,1015.4,0,-3, , 
2005 Ene 02,7:50,74,71,8.3,10.2,8.9,100,1015.4,0,-3, , 
2005 Ene 02,8:00,69,72,8.4,10.2,8.9,100,1015.3,0,-3, , 
2005 Ene 02,8:10,70,75,7.4,10.2,8.9,100,1015.3,0,-3, , 
2005 Ene 02,8:20,78,86,5.4,7.9,8.8,100,1015.3,0,-4, , 
2005 Ene 02,8:30,81,83,5.9,8.5,8.6,100,1015.2,0,-3, , 
2005 Ene 02,8:40,97,87,6,7.9,8.4,100,1015.1,0,-4, , 
2005 Ene 02,8:50,89,100,6.5,8.5,8.4,100,1015.1,0,-3, , 
2005 Ene 02,9:00,87,97,5.5,6.8,8.4,100,1015.1,0,-4,12.7,0
2005 Ene 02,9:10,83,83,4.7,5.6,8.2,100,1015.2,0,-4, , 
2005 Ene 02,9:20,84,84,3.6,4.5,8,100,1015.2,0,-4, , 
2005 Ene 02,9:30,83,83,4.3,5.1,8.1,100,1015.4,0,-4, , 
2005 Ene 02,9:40,83,83,4,5.1,8,100,1015.5,0,-4, , 
2005 Ene 02,9:50,92,87,4.6,5.6,7.9,100,1015.5,0,-4, , 
2005 Ene 02,10:00,91,89,5.8,7.4,7.8,100,1015.6,0,-4, , 
2005 Ene 02,10:10,91,90,5.5,6.8,7.6,100,1015.7,0,-4, , 
2005 Ene 02,10:20,81,83,5.9,9.1,7.5,100,1015.7,0,-4, , 
2005 Ene 02,10:30,78,79,6.5,8.5,7.5,100,1015.6,0,-4, , 
2005 Ene 02,10:40,70,63,7.3,10.8,7.4,100,1015.5,0,-4, , 
2005 Ene 02,10:50,75,78,9.4,12,7.4,100,1015.4,0,-4, , 
2005 Ene 02,11:00,82,88,7.9,11.4,7.3,100,1015.2,0,-4, , 
2005 Ene 02,11:10,77,77,6.7,9.1,7.4,100,1015.1,0,-4, , 
2005 Ene 02,11:20,79,81,6.3,8.5,7.4,100,1015.1,0,-4, , 
2005 Ene 02,11:30,82,88,7.3,10.8,7.6,100,1015,0,-4, , 
2005 Ene 02,11:40,81,84,8.1,10.2,7.8,100,1014.9,0,-4, , 
2005 Ene 02,11:50,80,76,7.5,10.2,8.1,100,1014.8,0,-4, , 
2005 Ene 02,12:00,75,78,6.6,9.1,8.1,100,1014.8,0,-4,12.7,0
2005 Ene 02,12:10,69,59,7.5,10.2,8.1,100,1014.6,0,-4, , 
2005 Ene 02,12:20,74,75,8.2,13.1,8.2,100,1014.5,0,-4, , 
2005 Ene 02,12:30,83,85,7.5,10.2,8.1,100,1014.6,0,-4, , 
2005 Ene 02,12:40,83,87,7.1,9.7,8,100,1014.6,0,-4, , 
2005 Ene 02,12:50,81,82,7.5,10.8,8.1,100,1014.6,0,-3, , 
2005 Ene 02,13:00,81,75,6.2,7.9,8.1,100,1014.6,0,-4, , 
2005 Ene 02,13:10,78,74,6.1,9.1,8,100,1014.7,0,-3, , 
2005 Ene 02,13:20,83,83,6.1,9.1,7.9,100,1014.6,0,-4, , 
2005 Ene 02,13:30,83,76,6.2,7.9,7.9,100,1014.6,0,-4, , 
2005 Ene 02,13:40,84,87,6,8.5,7.9,100,1014.5,0,-3, , 
2005 Ene 02,13:50,80,76,5.2,8.5,7.9,100,1014.7,0,-4, , 
2005 Ene 02,14:00,72,74,3.9,7.4,7.7,100,1014.8,0,-4, , 
2005 Ene 02,14:10,71,71,2.6,3.9,7.4,100,1014.8,0,-4, , 
2005 Ene 02,14:20,71,71,3.1,5.6,7.1,100,1014.7,0,-4, , 
2005 Ene 02,14:30,71,71,4.6,6.2,7.1,100,1014.8,0,-3, , 
2005 Ene 02,14:40,76,87,5.8,7.9,7.1,100,1014.9,0,3, , 
2005 Ene 02,14:50,75,79,6.6,8.5,7.3,100,1014.9,0,9, , 
2005 Ene 02,15:00,69,77,7.3,10.2,7.6,100,1014.9,0,25,12.7,13
2005 Ene 02,15:10,71,71,7.3,9.7,8,100,1015,0,58, , 
2005 Ene 02,15:20,67,50,6.7,9.7,8.7,100,1015,0,88, , 
2005 Ene 02,15:30,74,63,8.3,11.4,9.5,100,1015,0,98, , 
2005 Ene 02,15:40,75,76,6.9,9.7,10,97,1015,0,99, , 
2005 Ene 02,15:50,51,53,6.3,9.1,10.2,95,1015.1,0,111, , 
2005 Ene 02,16:00,57,72,6.4,9.7,10.3,95,1015.2,0,157, , 
2005 Ene 02,16:10,74,81,7.7,10.8,10.8,94,1015.2,0,204, , 
2005 Ene 02,16:20,103,83,6.1,7.9,11.3,92,1015.4,0,151, , 
2005 Ene 02,16:30,97,83,5.7,8.5,11.6,90,1015.3,0,159, , 
2005 Ene 02,16:40,165,165,2.4,4.5,12,90,1015.4,0,197, , 
2005 Ene 02,16:50,166,167,3.4,5.1,12.5,87,1015.4,0,288, , 
2005 Ene 02,17:00,177,168,4.4,7.4,13.4,87,1015.5,0,410, , 
2005 Ene 02,17:10,162,112,4.6,10.2,14.7,79,1015.4,0,404, , 
2005 Ene 02,17:20,95,75,6.5,8.5,15.1,73,1015.3,0,379, , 
2005 Ene 02,17:30,133,177,5.5,9.1,15.3,71,1015.4,0,391, , 
2005 Ene 02,17:40,198,213,6.5,10.2,15.4,72,1015.7,0,376, , 
2005 Ene 02,17:50,213,220,8.3,13.1,15.4,72,1015.9,0,369, , 
2005 Ene 02,18:00,184,181,7.3,10.2,15.3,71,1015.9,0,390,13.8,14.1
2005 Ene 02,18:10,212,204,7.5,10.2,15.4,71,1015.8,0,367, , 
2005 Ene 02,18:20,217,231,5.1,8.5,15.5,73,1015.7,0,321, , 
2005 Ene 02,18:30,206,206,4.4,7.4,15.8,72,1015.7,0,267, , 
2005 Ene 02,18:40,235,232,4.6,9.1,15.9,72,1015.7,0,278, , 
2005 Ene 02,18:50,287,234,5.3,7.9,16,71,1015.7,0,243, , 
2005 Ene 02,19:00,299,286,6.3,8.5,15.9,69,1015.6,0,250, , 
2005 Ene 02,19:10,305,305,4.4,7.9,15.8,69,1015.5,0,220, , 
2005 Ene 02,19:20,305,305,3.1,5.1,16,69,1015.4,0,253, , 
2005 Ene 02,19:30,305,305,3.8,6.2,16.3,69,1015.3,0,228, , 
2005 Ene 02,19:40,299,293,4.4,7.9,16.2,68,1015.1,0,211, , 
2005 Ene 02,19:50,302,301,5.8,7.9,15.9,69,1014.9,0,210, , 
2005 Ene 02,20:00,304,304,3.2,5.1,15.9,69,1014.7,0,233, , 
2005 Ene 02,20:10,304,304,4,6.2,16.1,68,1014.6,0,251, , 
2005 Ene 02,20:20,304,304,4.1,7.4,16.2,67,1014.5,0,249, , 
2005 Ene 02,20:30,304,304,5.3,7.4,16.3,67,1014.3,0,402, , 
2005 Ene 02,20:40,304,304,4.2,6.2,16.9,66,1014.1,0,488, , 
2005 Ene 02,20:50,200,185,6.3,12.5,17.3,65,1014,0,457, , 
2005 Ene 02,21:00,200,201,5.8,8.5,17.2,63,1013.9,0,332,13.8,14.1
2005 Ene 02,21:10,200,200,4.8,8.5,17.1,63,1013.8,0,335, , 
2005 Ene 02,21:20,217,238,6.5,9.7,17.1,62,1013.8,0,368, , 
2005 Ene 02,21:30,209,198,5.8,9.7,17.2,59,1013.8,0,322, , 
2005 Ene 02,21:40,211,199,5.8,9.7,17.1,58,1013.6,0,376, , 
2005 Ene 02,21:50,211,259,5.8,8.5,17.2,60,1013.4,0,288, , 
2005 Ene 02,22:00,199,203,7,11.4,16.9,60,1013.3,0,219, , 
2005 Ene 02,22:10,214,208,8.2,11.4,16.6,65,1013.2,0,279, , 
2005 Ene 02,22:20,213,188,9.5,13.7,16.8,68,1013.3,0,471, , 
2005 Ene 02,22:30,219,217,9.3,13.7,16.9,67,1013.3,0,212, , 
2005 Ene 02,22:40,203,202,8.2,12,16.4,68,1013.3,0,208, , 
2005 Ene 02,22:50,205,227,8.8,12.5,16.1,71,1013.4,0,151, , 
2005 Ene 02,23:00,204,196,9,14.3,15.9,71,1013.5,0,135, , 
2005 Ene 02,23:10,192,188,11.1,16,15.5,74,1013.5,0,97, , 
2005 Ene 02,23:20,190,181,9.4,13.1,15.3,75,1013.5,0,105, , 
2005 Ene 02,23:30,202,196,8.7,14.3,15.3,76,1013.6,0,78, , 
2005 Ene 02,23:40,191,198,8.5,14.3,15.1,76,1013.7,0,69, , 
2005 Ene 02,23:50,179,171,7.7,10.8,15,76,1013.7,0,31, , 
2005 Ene 03,0:00,176,190,6.7,9.7,14.9,77,1013.7,0,28,13.3,13.5
2005 Ene 03,0:10,172,145,7.5,10.8,14.8,77,1013.8,0,33, , 
2005 Ene 03,0:20,145,151,7.4,11.4,14.8,76,1013.8,0,38, , 
2005 Ene 03,0:30,212,251,7.6,10.8,14.8,76,1014,0,25, , 
2005 Ene 03,0:40,172,157,8.2,14.3,14.7,75,1014,0,11, , 
2005 Ene 03,0:50,163,166,11.6,15.4,14.6,75,1013.9,0,2, , 
2005 Ene 03,1:00,160,158,10.2,13.1,14,80,1013.9,0,-1, , 
2005 Ene 03,1:10,153,140,9.2,13.1,13.5,84,1014,0,-2, , 
2005 Ene 03,1:20,152,146,10.2,12.5,13.4,85,1014,0,-2, , 
2005 Ene 03,1:30,146,139,9.7,13.7,13.4,88,1014.1,0,-2, , 
2005 Ene 03,1:40,137,131,8.5,11.4,13.3,89,1014.3,0,-1, , 
2005 Ene 03,1:50,99,101,7.7,11.4,13.1,89,1014.3,0,-2, , 
2005 Ene 03,2:00,90,107,5.7,10.8,12.9,89,1014.2,0,-2, , 
2005 Ene 03,2:10,77,82,6.7,13.1,12.9,89,1014,0,-2, , 
2005 Ene 03,2:20,70,74,8.5,15.4,13,87,1014,0,-2, , 
2005 Ene 03,2:30,66,69,6.8,11.4,13.1,87,1014,0,-2, , 
2005 Ene 03,2:40,71,66,7.3,10.8,13.1,87,1014,0,-2, , 
2005 Ene 03,2:50,76,78,6.8,10.2,13.3,87,1014,0,-2, , 
2005 Ene 03,3:00,58,53,3.9,7.4,13.3,86,1014.2,0,-2,12.8,0
2005 Ene 03,3:10,57,55,4.7,6.8,13.4,87,1014.1,0,-2, , 
2005 Ene 03,3:20,52,55,4.8,9.1,13.4,87,1013.9,0,-2, , 
2005 Ene 03,3:30,51,56,4.3,6.8,13.4,87,1013.9,0,-2, , 
2005 Ene 03,3:40,55,55,3,4.5,13.4,87,1014.1,0,-2, , 
2005 Ene 03,3:50,55,55,3,5.1,13.4,87,1014.2,0,-2, , 
2005 Ene 03,4:00,55,55,2.9,3.9,13.4,87,1014.2,0,-1, , 
2005 Ene 03,4:10,55,55,3.2,5.1,13.4,87,1014.1,0,-2, , 
2005 Ene 03,4:20,55,55,2.1,4.5,13.5,87,1014.2,0,-2, , 
2005 Ene 03,4:30,51,38,5.3,9.1,13.5,87,1014,0,-2, , 
2005 Ene 03,4:40,38,27,6.6,9.7,13.5,87,1013.8,0,-2, , 
2005 Ene 03,4:50,42,45,5.4,8.5,13.5,86,1013.8,0,-2, , 
2005 Ene 03,5:00,47,47,4.3,6.2,13.4,88,1013.8,0,-2, , 
2005 Ene 03,5:10,47,47,2.6,3.9,13.2,88,1013.9,0,-3, , 
2005 Ene 03,5:20,47,47,4.2,6.2,13.1,89,1013.8,0,-2, , 
