Date,Time,Dir deg,WSMDir deg,WSK,WSMK kph,AvgTemp C,AvgRh %,AvgBP mbar,Rain mm,AvgSR W/m^2,Batt V,Spanel V
2005 Jun 04,5:20,328,319,9.1,14.3,16.7,94,1008.7,0,-1, , 
2005 Jun 04,5:30,326,320,8.6,14.3,16.7,94,1008.7,0,-1, , 
2005 Jun 04,5:40,327,315,9.2,16.6,16.7,94,1008.6,0,-1, , 
2005 Jun 04,5:50,326,336,8.7,17.2,16.7,94,1008.6,0,-1, , 
2005 Jun 04,6:00,323,322,8.7,14.9,16.7,94,1008.6,0,-1,12.7,0
2005 Jun 04,6:10,318,302,10.7,17.2,16.7,94,1008.6,0,-1, , 
2005 Jun 04,6:20,315,308,11.1,17.7,16.7,94,1008.5,0,-1, , 
2005 Jun 04,6:30,311,297,12.6,17.2,16.6,94,1008.5,0,-1, , 
2005 Jun 04,6:40,311,305,12.2,17.7,16.6,94,1008.5,0,-1, , 
2005 Jun 04,6:50,309,314,12.8,17.7,16.6,95,1008.5,0,-1, , 
2005 Jun 04,7:00,312,306,10.8,16,16.5,95,1008.4,0,-1, , 
2005 Jun 04,7:10,307,306,12.1,17.7,16.5,95,1008.4,0,-1, , 
2005 Jun 04,7:20,306,300,11.3,16,16.5,95,1008.5,0,-1, , 
2005 Jun 04,7:30,309,306,11.1,14.3,16.4,95,1008.5,0,-1, , 
2005 Jun 04,7:40,307,302,10.6,16,16.4,95,1008.5,0,-1, , 
2005 Jun 04,7:50,307,292,11.9,17.7,16.4,96,1008.4,0,-1, , 
2005 Jun 04,8:00,312,311,12.1,16.6,16.4,96,1008.3,0,-1, , 
2005 Jun 04,8:10,314,311,9.7,16,16.4,96,1008.2,0,-1, , 
2005 Jun 04,8:20,314,321,10.9,16.6,16.4,96,1008.1,0,-1, , 
2005 Jun 04,8:30,311,312,11.9,17.2,16.4,96,1008.1,0,-1, , 
2005 Jun 04,8:40,315,315,12,18.3,16.4,96,1008,0,-1, , 
2005 Jun 04,8:50,320,310,10.7,16.6,16.4,96,1008,0,-1, , 
2005 Jun 04,9:00,316,310,12.6,20,16.4,96,1007.9,0,-1,12.7,0
2005 Jun 04,9:10,317,312,13.1,18.9,16.3,96,1007.8,0,-2, , 
2005 Jun 04,9:20,317,308,12.2,17.7,16.3,96,1007.7,0,-1, , 
2005 Jun 04,9:30,326,323,12.7,20.6,16.3,95,1007.7,0,-1, , 
2005 Jun 04,9:40,324,316,13.1,22.3,16.3,95,1007.7,0,-1, , 
2005 Jun 04,9:50,321,313,14.1,20.6,16.3,96,1007.6,0,-1, , 
2005 Jun 04,10:00,323,327,13.2,18.9,16.2,96,1007.5,0,-1, , 
2005 Jun 04,10:10,325,314,13.5,20.6,16.2,97,1007.4,0,-1, , 
2005 Jun 04,10:20,326,325,11.9,17.2,16.2,97,1007.3,0,-1, , 
2005 Jun 04,10:30,324,336,11.1,17.2,16.2,97,1007.2,0,-1, , 
2005 Jun 04,10:40,331,334,11.2,18.9,16.2,97,1007.2,0,-1, , 
2005 Jun 04,10:50,331,328,11.4,17.7,16.2,97,1007.2,0,-1, , 
2005 Jun 04,11:00,326,315,11.8,20.6,16.2,97,1007.2,0,-1, , 
2005 Jun 04,11:10,325,315,11.5,17.2,16.1,97,1007.2,0,-1, , 
2005 Jun 04,11:20,326,317,10.9,19.5,16.1,97,1007.2,0,-1, , 
2005 Jun 04,11:30,331,346,11.5,19.5,16.1,97,1007.2,0,-1, , 
2005 Jun 04,11:40,329,332,11.5,18.9,16,98,1007.2,0,-1, , 
2005 Jun 04,11:50,330,322,13.5,20.6,15.9,98,1007.2,0,-1, , 
2005 Jun 04,12:00,329,330,11.8,20.6,15.9,98,1007.2,0,-1,12.7,0
2005 Jun 04,12:10,329,335,12.5,20,15.9,98,1007.2,0,-1, , 
2005 Jun 04,12:20,327,324,12.7,20.6,15.9,99,1007.3,0,-1, , 
2005 Jun 04,12:30,327,340,12,19.5,15.9,99,1007.3,0,-1, , 
2005 Jun 04,12:40,333,319,10.9,17.2,15.9,99,1007.4,0,0, , 
2005 Jun 04,12:50,333,340,10.4,16,15.9,99,1007.3,0,0, , 
2005 Jun 04,13:00,335,337,11.9,18.9,15.9,99,1007.3,0,3, , 
2005 Jun 04,13:10,333,329,12.4,20,16,99,1007.3,0,6, , 
2005 Jun 04,13:20,337,339,13.9,21.2,16,99,1007.3,0,8, , 
2005 Jun 04,13:30,334,334,12.7,21.2,16,99,1007.3,0,13, , 
2005 Jun 04,13:40,335,318,12,18.9,16,99,1007.4,0,18, , 
2005 Jun 04,13:50,330,326,11.7,18.3,16.1,99,1007.6,0,20, , 
2005 Jun 04,14:00,330,326,12.2,17.7,16.1,99,1007.7,0,20, , 
2005 Jun 04,14:10,328,331,10.6,15.4,16.2,98,1007.7,0,26, , 
2005 Jun 04,14:20,328,354,12.5,18.9,16.3,98,1007.8,0,32, , 
2005 Jun 04,14:30,325,315,12.6,18.3,16.4,98,1007.9,0,37, , 
2005 Jun 04,14:40,324,321,13.3,21.2,16.4,98,1008.1,0,42, , 
2005 Jun 04,14:50,324,322,12.4,19.5,16.5,98,1008.2,0,49, , 
2005 Jun 04,15:00,323,315,11.7,17.2,16.6,98,1008.4,0,50,12.7,12.9
2005 Jun 04,15:10,316,317,14.6,23.5,16.6,98,1008.3,0,70, , 
2005 Jun 04,15:20,321,308,13.8,21.8,16.6,98,1008.4,0,82, , 
2005 Jun 04,15:30,317,311,14.8,21.8,16.6,98,1008.5,0,88, , 
2005 Jun 04,15:40,314,317,16.8,22.9,16.5,99,1008.6,0,109, , 
2005 Jun 04,15:50,319,333,15.9,23.5,16.5,99,1008.6,0,111, , 
2005 Jun 04,16:00,317,308,15.8,21.8,16.6,98,1008.7,0,120, , 
2005 Jun 04,16:10,324,322,13.1,20,16.6,99,1008.8,0,102, , 
2005 Jun 04,16:20,318,302,15.4,21.2,16.6,98,1008.9,0,117, , 
2005 Jun 04,16:30,320,303,14.2,22.3,16.7,98,1008.9,0,153, , 
2005 Jun 04,16:40,321,309,14.6,23.5,17,96,1008.8,0,211, , 
2005 Jun 04,16:50,323,322,14.7,20.6,17.2,95,1008.8,0,202, , 
2005 Jun 04,17:00,318,302,16.2,22.3,17.2,94,1008.9,0,221, , 
2005 Jun 04,17:10,322,310,14.3,21.2,17.4,94,1008.9,0,265, , 
2005 Jun 04,17:20,315,330,13.4,20,17.6,93,1008.9,0,290, , 
2005 Jun 04,17:30,311,291,16.8,22.9,17.7,92,1009,0,248, , 
2005 Jun 04,17:40,310,310,17.2,24.1,17.5,93,1009,0,270, , 
2005 Jun 04,17:50,314,317,15.3,22.3,17.6,92,1009.1,0,302, , 
2005 Jun 04,18:00,309,304,13.8,21.8,17.9,90,1009.2,0,281,13,13.3
2005 Jun 04,18:10,307,315,17.2,22.9,18,89,1009.1,0,318, , 
2005 Jun 04,18:20,314,296,15.1,20.6,18.1,88,1009.2,0,365, , 
2005 Jun 04,18:30,311,303,15.2,22.9,18.4,87,1009.2,0,401, , 
2005 Jun 04,18:40,311,297,15.4,21.8,18.6,86,1009.1,0,444, , 
2005 Jun 04,18:50,301,307,16.6,25.2,18.7,85,1009.1,0,443, , 
2005 Jun 04,19:00,301,297,16,24.1,18.7,84,1009.1,0,449, , 
2005 Jun 04,19:10,302,304,16.7,23.5,18.8,84,1009.1,0,412, , 
2005 Jun 04,19:20,315,302,14.8,22.3,18.8,84,1009.2,0,344, , 
2005 Jun 04,19:30,311,304,14,21.2,18.9,84,1009.2,0,356, , 
2005 Jun 04,19:40,304,303,14.1,20.6,19.1,83,1009.1,0,354, , 
2005 Jun 04,19:50,301,303,15.7,22.3,18.9,83,1009.1,0,357, , 
2005 Jun 04,20:00,317,289,14.2,26.9,18.9,83,1009.1,0,355, , 
2005 Jun 04,20:10,316,320,14.8,21.8,19,83,1009.1,0,382, , 
2005 Jun 04,20:20,308,293,12.8,21.2,19.2,82,1009,0,321, , 
2005 Jun 04,20:30,309,291,14.1,18.9,19.2,82,1009,0,290, , 
2005 Jun 04,20:40,322,312,12.5,19.5,19.1,82,1009,0,264, , 
2005 Jun 04,20:50,304,293,13.3,18.3,19.1,82,1008.9,0,265, , 
2005 Jun 04,21:00,304,301,13.8,20,18.9,83,1008.9,0,235,13.2,13.4
2005 Jun 04,21:10,296,304,15.3,20,18.7,84,1008.9,0,226, , 
2005 Jun 04,21:20,311,304,14.2,20,18.7,84,1008.9,0,287, , 
2005 Jun 04,21:30,307,307,16.7,25.2,18.8,84,1008.8,0,273, , 
2005 Jun 04,21:40,308,308,15.1,23.5,18.7,84,1008.8,0,230, , 
2005 Jun 04,21:50,304,295,17.4,25.8,18.5,84,1008.8,0,298, , 
2005 Jun 04,22:00,304,300,15.5,21.2,18.6,84,1008.7,0,325, , 
2005 Jun 04,22:10,304,304,15.2,21.2,18.7,83,1008.6,0,344, , 
2005 Jun 04,22:20,311,300,15.4,24.1,18.9,83,1008.6,0,296, , 
2005 Jun 04,22:30,314,320,16.1,22.3,18.7,83,1008.5,0,311, , 
2005 Jun 04,22:40,311,302,15,24.6,18.8,83,1008.4,0,304, , 
2005 Jun 04,22:50,313,312,15.2,21.8,18.7,83,1008.4,0,314, , 
2005 Jun 04,23:00,306,305,15.8,22.9,18.6,83,1008.4,0,327, , 
2005 Jun 04,23:10,307,307,15.3,24.1,18.7,83,1008.3,0,352, , 
2005 Jun 04,23:20,302,315,16.4,23.5,18.9,82,1008.2,0,342, , 
2005 Jun 04,23:30,303,300,16.1,23.5,18.9,82,1008.1,0,271, , 
2005 Jun 04,23:40,306,317,15.6,21.2,18.7,82,1008.1,0,208, , 
2005 Jun 04,23:50,308,305,16.3,25.2,18.5,83,1008,0,184, , 
2005 Jun 05,0:00,316,302,13.8,21.8,18.4,84,1007.9,0,196,13.2,13.4
2005 Jun 05,0:10,318,303,13.4,21.2,18.4,84,1007.9,0,180, , 
2005 Jun 05,0:20,313,306,14.4,21.2,18.3,84,1007.8,0,170, , 
2005 Jun 05,0:30,322,316,13.1,21.2,18.3,85,1007.8,0,181, , 
2005 Jun 05,0:40,319,323,12.8,17.7,18.3,84,1007.7,0,158, , 
2005 Jun 05,0:50,318,297,12.8,20.6,18.2,85,1007.7,0,139, , 
2005 Jun 05,1:00,309,305,14.9,20.6,18,84,1007.6,0,126, , 
2005 Jun 05,1:10,306,302,13.3,19.5,17.8,85,1007.7,0,108, , 
2005 Jun 05,1:20,312,318,14.7,22.3,17.7,86,1007.7,0,94, , 
2005 Jun 05,1:30,308,299,13.6,20,17.7,86,1007.7,0,71, , 
2005 Jun 05,1:40,314,317,14,18.9,17.5,87,1007.8,0,59, , 
2005 Jun 05,1:50,315,298,13,19.5,17.4,88,1007.8,0,49, , 
2005 Jun 05,2:00,315,306,12.9,18.9,17.3,88,1007.9,0,38, , 
2005 Jun 05,2:10,308,296,12.8,18.3,17.2,88,1008,0,26, , 
2005 Jun 05,2:20,313,316,13.6,17.2,17.1,89,1008,0,16, , 
2005 Jun 05,2:30,310,307,11.6,17.7,17,89,1008.1,0,9, , 
2005 Jun 05,2:40,310,309,12.7,20,17,89,1008.2,0,3, , 
2005 Jun 05,2:50,306,301,12.7,18.3,16.9,90,1008.2,0,1, , 
2005 Jun 05,3:00,308,308,11.9,16.6,16.9,90,1008.4,0,-1,12.8,0.6
2005 Jun 05,3:10,315,307,9.5,15.4,16.9,89,1008.4,0,-1, , 
2005 Jun 05,3:20,311,302,10.5,14.3,16.9,87,1008.5,0,-1, , 
2005 Jun 05,3:30,315,305,9.9,14.3,16.9,87,1008.6,0,-1, , 
2005 Jun 05,3:40,314,301,8.5,13.7,16.9,87,1008.7,0,-1, , 
2005 Jun 05,3:50,313,292,9.7,13.7,16.9,87,1008.7,0,-1, , 
2005 Jun 05,4:00,315,310,10,14.3,16.8,87,1008.8,0,-1, , 
2005 Jun 05,4:10,319,315,8.7,12.5,16.9,87,1008.8,0,-1, , 
2005 Jun 05,4:20,326,326,9.1,14.3,16.9,87,1008.8,0,-1, , 
2005 Jun 05,4:30,319,319,10.3,15.4,16.8,88,1008.9,0,-1, , 
2005 Jun 05,4:40,329,340,9.8,13.7,16.8,89,1008.9,0,-1, , 
2005 Jun 05,4:50,327,332,8.4,14.9,16.8,89,1009,0,-1, , 
2005 Jun 05,5:00,330,333,9.1,12.5,16.7,89,1009.1,0,-1, , 
2005 Jun 05,5:10,334,332,8.5,12,16.7,89,1009.1,0,-1, , 
2005 Jun 05,5:20,331,338,8.2,12,16.7,89,1009.2,0,-1, , 
2005 Jun 05,5:30,336,343,8.9,12.5,16.7,89,1009.2,0,-1, , 
2005 Jun 05,5:40,339,338,9.7,12.5,16.7,89,1009.2,0,-1, , 
2005 Jun 05,5:50,332,320,8,11.4,16.7,88,1009.2,0,-1, , 
2005 Jun 05,6:00,328,341,7.8,12.5,16.7,89,1009.3,0,-1,12.7,0
2005 Jun 05,6:10,321,321,8.1,10.8,16.7,89,1009.3,0,-1, , 
2005 Jun 05,6:20,320,316,7.8,12,16.6,90,1009.2,0,-1, , 
2005 Jun 05,6:30,318,322,9.2,14.3,16.5,91,1009.2,0,-1, , 
2005 Jun 05,6:40,313,308,9.2,14.3,16.5,91,1009.1,0,-1, , 
2005 Jun 05,6:50,317,326,11.7,17.2,16.4,91,1009.1,0,-1, , 
2005 Jun 05,7:00,317,318,9.8,14.3,16.4,91,1009.1,0,-1, , 
2005 Jun 05,7:10,323,318,9.5,12.5,16.4,91,1009.1,0,-1, , 
2005 Jun 05,7:20,324,307,8.2,13.7,16.3,91,1009,0,-1, , 
2005 Jun 05,7:30,321,296,7.8,10.8,16.3,91,1008.9,0,-1, , 
2005 Jun 05,7:40,313,326,9.6,14.3,16.3,90,1008.8,0,-1, , 
2005 Jun 05,7:50,310,313,11.7,16,16.2,90,1008.7,0,-1, , 
2005 Jun 05,8:00,305,306,12.7,17.7,16.2,90,1008.7,0,-1, , 
2005 Jun 05,8:10,304,293,10.6,15.4,16.1,90,1008.6,0,-1, , 
2005 Jun 05,8:20,311,300,9.1,12,16.1,90,1008.4,0,-1, , 
2005 Jun 05,8:30,303,311,8.1,12,16.1,90,1008.4,0,-1, , 
2005 Jun 05,8:40,316,312,8,11.4,16.1,90,1008.4,0,-1, , 
2005 Jun 05,8:50,332,346,8.3,12,16.1,91,1008.2,0,-1, , 
2005 Jun 05,9:00,341,344,7.4,10.2,16.1,91,1008.2,0,-1,12.7,0
2005 Jun 05,9:10,340,349,7.4,11.4,16.1,91,1008,0,-1, , 
2005 Jun 05,9:20,322,312,6.8,9.7,16.1,91,1008,0,-1, , 
2005 Jun 05,9:30,337,341,6.6,9.7,16.1,90,1007.9,0,-1, , 
2005 Jun 05,9:40,319,310,6.7,9.1,16.2,90,1007.9,0,-1, , 
2005 Jun 05,9:50,327,343,6.5,12.5,16.1,90,1007.9,0,-1, , 
2005 Jun 05,10:00,319,318,8.2,13.7,16.1,90,1007.9,0,-1, , 
2005 Jun 05,10:10,313,304,8.6,16,16.1,90,1007.8,0,-1, , 
2005 Jun 05,10:20,301,311,10.2,14.3,16,90,1007.8,0,-1, , 
2005 Jun 05,10:30,302,312,6.6,12,16,90,1007.8,0,-1, , 
2005 Jun 05,10:40,305,298,7.6,11.4,16,90,1007.8,0,-1, , 
2005 Jun 05,10:50,308,324,8.8,13.7,15.9,91,1007.8,0,-1, , 
2005 Jun 05,11:00,311,309,9.1,13.7,15.8,92,1007.9,0,-1, , 
2005 Jun 05,11:10,310,312,9.6,13.1,15.7,92,1008,0,-1, , 
2005 Jun 05,11:20,308,308,8.2,12.5,15.7,93,1008,0,-1, , 
2005 Jun 05,11:30,310,298,9.3,14.9,15.7,93,1008,0,-1, , 
2005 Jun 05,11:40,305,302,11,15.4,15.6,93,1008.1,0,-1, , 
2005 Jun 05,11:50,308,296,9.8,14.9,15.6,92,1008.1,0,-1, , 
2005 Jun 05,12:00,309,298,10.5,16,15.6,93,1008.1,0,-2,12.7,0
2005 Jun 05,12:10,313,333,8.5,13.1,15.5,93,1008.1,0,-1, , 
2005 Jun 05,12:20,314,300,8.1,13.1,15.5,93,1008.2,0,-1, , 
2005 Jun 05,12:30,323,315,6.7,12.5,15.5,93,1008.2,0,-1, , 
2005 Jun 05,12:40,325,312,6.5,10.2,15.5,93,1008.3,0,-1, , 
2005 Jun 05,12:50,320,324,6.3,10.8,15.5,93,1008.4,0,0, , 
2005 Jun 05,13:00,324,308,4.7,8.5,15.5,93,1008.5,0,1, , 
2005 Jun 05,13:10,325,324,5.5,7.9,15.6,93,1008.6,0,4, , 
2005 Jun 05,13:20,324,326,5.8,11.4,15.6,92,1008.8,0,6, , 
2005 Jun 05,13:30,311,304,7.9,10.8,15.7,92,1008.9,0,10, , 
2005 Jun 05,13:40,305,329,5.4,12,15.7,93,1008.9,0,15, , 
2005 Jun 05,13:50,326,343,7,13.7,15.7,92,1008.9,0,19, , 
2005 Jun 05,14:00,328,349,7.3,11.4,15.8,93,1008.9,0,24, , 
2005 Jun 05,14:10,340,351,7.1,10.8,15.8,92,1009,0,28, , 
2005 Jun 05,14:20,6,343,7.4,10.8,15.8,93,1009.1,0,32, , 
2005 Jun 05,14:30,4,11,5.2,7.9,15.6,94,1009.3,0,41, , 
2005 Jun 05,14:40,4,22,5.6,7.9,15.6,95,1009.3,0,46, , 
2005 Jun 05,14:50,4,347,6.3,9.7,15.6,95,1009.4,0,49, , 
2005 Jun 05,15:00,358,345,5,9.1,15.7,94,1009.4,0,60,12.7,12.9
2005 Jun 05,15:10,353,345,6.6,12,15.8,94,1009.5,0,68, , 
2005 Jun 05,15:20,12,18,6,7.4,15.9,93,1009.5,0,77, , 
2005 Jun 05,15:30,7,8,4,6.2,16.1,92,1009.6,0,96, , 
2005 Jun 05,15:40,359,61,4.9,10.8,16.3,91,1009.6,0,113, , 
2005 Jun 05,15:50,12,29,6,8.5,16.4,90,1009.7,0,126, , 
2005 Jun 05,16:00,355,347,6,10.2,16.6,87,1009.7,0,139, , 
2005 Jun 05,16:10,32,49,6.4,11.4,16.8,85,1009.8,0,173, , 
2005 Jun 05,16:20,11,20,6.1,9.7,17.1,83,1009.8,0,197, , 
2005 Jun 05,16:30,3,25,6.3,9.7,17.4,81,1009.8,0,161, , 
2005 Jun 05,16:40,328,344,4.8,9.1,17.5,81,1009.8,0,166, , 
2005 Jun 05,16:50,343,340,5.9,12,17.7,80,1009.8,0,188, , 
2005 Jun 05,17:00,323,306,8.1,13.1,17.8,80,1009.8,0,194, , 
2005 Jun 05,17:10,319,308,8.1,15.4,17.8,80,1009.9,0,189, , 
2005 Jun 05,17:20,305,313,9.2,14.9,17.9,79,1009.9,0,229, , 
2005 Jun 05,17:30,320,327,8.4,12.5,18,79,1010,0,235, , 
2005 Jun 05,17:40,323,310,9.5,16.6,18.1,79,1010.1,0,258, , 
2005 Jun 05,17:50,304,283,10.3,14.9,18.2,79,1010.1,0,281, , 
2005 Jun 05,18:00,299,303,11.6,16,18.3,80,1010.2,0,341,13,13.3
2005 Jun 05,18:10,301,302,11.5,16.6,18.1,80,1010.3,0,338, , 
2005 Jun 05,18:20,304,300,10.7,16.6,18.1,80,1010.4,0,325, , 
2005 Jun 05,18:30,276,254,11,16,18.3,82,1010.4,0,383, , 
2005 Jun 05,18:40,275,278,10.1,17.2,18.5,80,1010.4,0,421, , 
2005 Jun 05,18:50,305,300,8.3,14.9,18.9,78,1010.3,0,450, , 
2005 Jun 05,19:00,305,299,10.3,17.7,18.9,78,1010.2,0,501, , 
2005 Jun 05,19:10,313,295,9.9,16,19,78,1010.2,0,492, , 
2005 Jun 05,19:20,296,275,10.4,17.7,19,79,1010.1,0,400, , 
2005 Jun 05,19:30,310,307,12.1,17.2,18.9,80,1010.1,0,387, , 
2005 Jun 05,19:40,300,302,13.1,19.5,18.8,81,1010.1,0,464, , 
2005 Jun 05,19:50,295,286,13.8,20.6,19,80,1010.1,0,508, , 
2005 Jun 05,20:00,300,293,15.5,22.9,18.9,80,1010.1,0,576, , 
2005 Jun 05,20:10,306,311,15.4,21.8,19,80,1010,0,726, , 
2005 Jun 05,20:20,299,298,16.4,24.6,19.1,79,1010,0,642, , 
2005 Jun 05,20:30,285,282,15,21.8,19.3,78,1010,0,522, , 
2005 Jun 05,20:40,294,310,15.5,23.5,19.5,77,1009.9,0,483, , 
2005 Jun 05,20:50,295,305,16.7,24.1,19,78,1009.9,0,491, , 
2005 Jun 05,21:00,293,309,17.6,24.6,19,79,1009.8,0,597,13.4,13.7
2005 Jun 05,21:10,299,311,16.8,23.5,19.1,79,1009.8,0,572, , 
2005 Jun 05,21:20,302,301,17.7,24.6,19.1,77,1009.8,0,468, , 
2005 Jun 05,21:30,296,285,17.5,25.2,19,78,1009.8,0,380, , 
2005 Jun 05,21:40,301,295,19,25.8,18.7,78,1009.9,0,348, , 
2005 Jun 05,21:50,299,281,18.9,25.8,18.3,79,1009.9,0,268, , 
2005 Jun 05,22:00,298,292,18.4,26.9,18,80,1009.9,0,258, , 
2005 Jun 05,22:10,307,299,17.3,24.1,18.1,79,1009.8,0,284, , 
2005 Jun 05,22:20,305,303,18.1,28.1,18.1,79,1009.8,0,258, , 
2005 Jun 05,22:30,313,306,16.7,22.9,18,79,1009.7,0,286, , 
2005 Jun 05,22:40,305,300,17.5,25.2,18.1,78,1009.6,0,281, , 
2005 Jun 05,22:50,308,307,19.2,26.4,18,79,1009.5,0,268, , 
2005 Jun 05,23:00,304,301,18.1,24.6,17.8,79,1009.5,0,245, , 
2005 Jun 05,23:10,304,290,16.1,22.3,17.8,78,1009.4,0,221, , 
2005 Jun 05,23:20,302,304,17.6,24.1,17.8,78,1009.4,0,213, , 
2005 Jun 05,23:30,315,302,15.1,24.1,17.8,78,1009.4,0,211, , 
2005 Jun 05,23:40,309,311,15.8,22.9,17.8,78,1009.3,0,220, , 
2005 Jun 05,23:50,304,291,16.9,22.3,17.8,78,1009.2,0,207, , 
2005 Jun 06,0:00,312,302,15.7,23.5,17.7,78,1009.1,0,199,13.2,13.4
2005 Jun 06,0:10,316,299,14.5,19.5,17.7,78,1009.1,0,188, , 
2005 Jun 06,0:20,311,303,14.4,18.9,17.7,78,1009,0,178, , 
2005 Jun 06,0:30,309,289,14.1,20.6,17.6,79,1009,0,156, , 
2005 Jun 06,0:40,313,314,14,18.9,17.5,79,1009,0,142, , 
2005 Jun 06,0:50,299,307,12.9,18.3,17.5,79,1009,0,131, , 
2005 Jun 06,1:00,301,299,13.5,19.5,17.5,80,1009,0,118, , 
2005 Jun 06,1:10,301,285,12.7,18.3,17.4,80,1009,0,100, , 
2005 Jun 06,1:20,310,314,12.1,17.7,17.3,81,1009,0,82, , 
2005 Jun 06,1:30,298,299,12.9,17.2,17.2,81,1009,0,72, , 
2005 Jun 06,1:40,298,292,12.9,16,17.1,81,1009.1,0,57, , 
2005 Jun 06,1:50,301,306,12.1,16.6,17,82,1009.1,0,46, , 
2005 Jun 06,2:00,294,297,11.7,16.6,16.9,82,1009.2,0,34, , 
2005 Jun 06,2:10,304,310,12.4,16.6,16.8,82,1009.2,0,24, , 
2005 Jun 06,2:20,292,283,10.8,16,16.7,81,1009.4,0,15, , 
2005 Jun 06,2:30,293,281,10.3,13.7,16.7,80,1009.4,0,8, , 
2005 Jun 06,2:40,289,286,9.7,14.3,16.7,81,1009.5,0,3, , 
2005 Jun 06,2:50,281,300,10.1,13.1,16.6,81,1009.6,0,0, , 
2005 Jun 06,3:00,289,275,8.6,12.5,16.5,81,1009.7,0,-1,12.8,0.5
2005 Jun 06,3:10,294,291,9.4,14.3,16.5,81,1009.7,0,-1, , 
2005 Jun 06,3:20,295,305,9.5,12.5,16.5,82,1009.8,0,-2, , 
2005 Jun 06,3:30,301,306,9,12.5,16.4,83,1009.9,0,-2, , 
2005 Jun 06,3:40,296,295,10.3,13.7,16.4,84,1009.9,0,-1, , 
2005 Jun 06,3:50,298,291,9.4,13.7,16.3,84,1010,0,-2, , 
2005 Jun 06,4:00,302,304,10.3,13.7,16.3,83,1010,0,-1, , 
2005 Jun 06,4:10,311,313,8.9,11.4,16.3,83,1010.1,0,-1, , 
2005 Jun 06,4:20,322,320,6.8,11.4,16.3,83,1010.2,0,-1, , 
2005 Jun 06,4:30,312,311,8,12,16.4,83,1010.3,0,-1, , 
2005 Jun 06,4:40,316,327,7.5,11.4,16.4,84,1010.3,0,-1, , 
2005 Jun 06,4:50,326,325,7,12.5,16.4,84,1010.5,0,-1, , 
2005 Jun 06,5:00,334,329,8.6,11.4,16.4,84,1010.6,0,-1, , 
2005 Jun 06,5:10,337,348,8.8,12,16.4,84,1010.6,0,-1, , 
2005 Jun 06,5:20,331,348,7.7,11.4,16.4,84,1010.6,0,-1, , 
2005 Jun 06,5:30,328,330,6.6,9.7,16.4,84,1010.6,0,-2, , 
2005 Jun 06,5:40,328,319,5.7,7.9,16.4,84,1010.7,0,-1, , 
2005 Jun 06,5:50,329,333,5.9,9.7,16.4,84,1010.7,0,-1, , 
2005 Jun 06,6:00,323,320,6.4,8.5,16.4,83,1010.7,0,-2,12.7,0
2005 Jun 06,6:10,333,340,6.9,12.5,16.4,83,1010.7,0,-1, , 
2005 Jun 06,6:20,346,345,6.7,12,16.4,83,1010.6,0,-1, , 
2005 Jun 06,6:30,307,327,5.8,10.2,16.3,83,1010.5,0,-1, , 
2005 Jun 06,6:40,345,342,7.9,12,16.3,83,1010.5,0,-1, , 
2005 Jun 06,6:50,327,306,6.4,10.2,16.3,83,1010.6,0,-1, , 
2005 Jun 06,7:00,327,337,6.7,9.7,16.3,83,1010.6,0,-1, , 
2005 Jun 06,7:10,329,342,7.7,12,16.3,83,1010.6,0,-1, , 
2005 Jun 06,7:20,331,329,7.2,12,16.3,83,1010.5,0,-1, , 
2005 Jun 06,7:30,323,319,9,13.7,16.3,84,1010.5,0,-2, , 
2005 Jun 06,7:40,329,341,8.7,13.1,16.3,83,1010.5,0,-1, , 
2005 Jun 06,7:50,338,346,6.5,10.2,16.3,83,1010.5,0,-1, , 
2005 Jun 06,8:00,0,359,5.9,8.5,16.3,83,1010.4,0,-2, , 
2005 Jun 06,8:10,1,342,7.4,11.4,16.3,82,1010.2,0,-1, , 
2005 Jun 06,8:20,355,354,8.4,13.1,16.3,83,1010.1,0,-1, , 
2005 Jun 06,8:30,1,12,7.7,12.5,16.3,83,1010,0,-1, , 
2005 Jun 06,8:40,4,13,7.3,11.4,16.3,81,1009.9,0,-1, , 
2005 Jun 06,8:50,7,351,7.8,11.4,16.3,82,1009.9,0,-1, , 
2005 Jun 06,9:00,358,7,5.9,9.7,16.3,82,1009.8,0,-2,12.7,0
2005 Jun 06,9:10,359,18,6.3,9.7,16.2,82,1009.7,0,-1, , 
2005 Jun 06,9:20,1,347,7.1,11.4,16.2,82,1009.6,0,-1, , 
2005 Jun 06,9:30,352,339,6.6,10.8,16.2,82,1009.5,0,-1, , 
2005 Jun 06,9:40,340,345,10.1,14.3,16.2,81,1009.5,0,-1, , 
2005 Jun 06,9:50,340,339,9.3,14.3,16.3,81,1009.4,0,-1, , 
2005 Jun 06,10:00,335,347,9.7,14.9,16.3,80,1009.4,0,-2, , 
2005 Jun 06,10:10,335,344,8.7,14.3,16.2,81,1009.4,0,-2, , 
2005 Jun 06,10:20,335,340,9.4,17.2,16.2,80,1009.4,0,-1, , 
2005 Jun 06,10:30,338,338,12.7,18.3,16.2,80,1009.3,0,-1, , 
2005 Jun 06,10:40,341,349,12.4,20.6,16.2,80,1009.4,0,-1, , 
2005 Jun 06,10:50,351,354,11.6,17.7,16.2,81,1009.4,0,-1, , 
2005 Jun 06,11:00,349,345,12.5,18.9,16.2,81,1009.4,0,-1, , 
2005 Jun 06,11:10,350,349,9.6,13.7,16.1,81,1009.5,0,-1, , 
