Date,Time,Dir deg,WSMDir deg,WSK kph,WSMK kph,AvgTemp C,AvgRh %,AvgBP mbar,Rain mm,AvgSR W/m^2,Batt V,Spanel V
2004 Ene 01,0:00,316,309,14.7,18.9,17.6,52,1011.3,0,68,13.7,13.9
2004 Ene 01,0:10,337,338,12.9,20,16.9,57,1011.5,0,32, , 
2004 Ene 01,0:20,335,341,12.7,19.5,16.3,59,1011.6,0,22, , 
2004 Ene 01,0:30,334,342,12,17.2,16,61,1011.7,0,19, , 
2004 Ene 01,0:40,340,344,11.7,17.7,15.8,63,1011.9,0,28, , 
2004 Ene 01,0:50,342,339,13.2,17.2,15.7,64,1012,0,10, , 
2004 Ene 01,1:00,347,349,10.4,14.3,15.4,65,1012,0,0, , 
2004 Ene 01,1:10,347,345,6.8,12.5,15.2,65,1012.1,0,-4, , 
2004 Ene 01,1:20,347,345,5.8,11.4,15,66,1012.1,0,-4, , 
2004 Ene 01,1:30,358,341,1.8,5.6,14.8,66,1012.1,0,-5, , 
2004 Ene 01,1:40,358,33,2.1,6.2,14.7,66,1012.1,0,-5, , 
2004 Ene 01,1:50,353,345,1.7,2.2,14.5,67,1012.3,0,-5, , 
2004 Ene 01,2:00,349,345,0,0,14.1,68,1012.4,0,-5, , 
2004 Ene 01,2:10,7,345,0,0,13.6,70,1012.5,0,-5, , 
2004 Ene 01,2:20,341,345,0,0,13.1,72,1012.9,0,-5, , 
2004 Ene 01,2:30,308,345,0,0,12.6,74,1013.1,0,-6, , 
2004 Ene 01,2:40,246,261,1.6,2.2,12.1,76,1013.2,0,-5, , 
2004 Ene 01,2:50,264,261,0,0,11.7,78,1013.4,0,-5, , 
2004 Ene 01,3:00,293,261,0,0,11.3,80,1013.6,0,-4,13,0
2004 Ene 01,3:10,304,261,0,0,11,80,1013.6,0,-5, , 
2004 Ene 01,3:20,283,261,0,0,10.8,82,1013.9,0,-4, , 
2004 Ene 01,3:30,201,261,0,0,10.7,83,1014.1,0,-4, , 
2004 Ene 01,3:40,175,261,0,0,10.6,86,1014.2,0,-4, , 
2004 Ene 01,3:50,140,261,0,0,10.7,87,1014.3,0,-4, , 
2004 Ene 01,4:00,333,261,0,0,10.7,88,1014.6,0,-4, , 
2004 Ene 01,4:10,16,261,0,0,10.7,89,1014.8,0,-4, , 
2004 Ene 01,4:20,83,261,0,0,10.4,84,1014.9,0,-4, , 
2004 Ene 01,4:30,87,83,1.6,2.2,10.2,82,1015,0,-4, , 
2004 Ene 01,4:40,82,83,0,0,10.1,80,1015,0,-4, , 
2004 Ene 01,4:50,78,83,0,0,10,80,1015.1,0,-4, , 
2004 Ene 01,5:00,70,55,1.7,7.9,9.9,79,1015.2,0,-4, , 
2004 Ene 01,5:10,62,63,3.2,7.9,9.9,79,1015.4,0,-4, , 
2004 Ene 01,5:20,66,64,1.6,2.2,9.7,80,1015.6,0,-4, , 
2004 Ene 01,5:30,68,65,3.3,9.7,9.5,80,1015.7,0,-4, , 
2004 Ene 01,5:40,71,74,2.4,8.5,9.5,80,1015.8,0,-4, , 
2004 Ene 01,5:50,77,92,2.9,9.7,9.5,80,1015.7,0,-4, , 
2004 Ene 01,6:00,79,86,2.3,6.2,9.5,80,1015.7,0,-4,12.9,0
2004 Ene 01,6:10,74,77,1.6,2.2,9.5,80,1015.7,0,-4, , 
2004 Ene 01,6:20,74,67,4.2,7.9,9.5,80,1015.6,0,-4, , 
2004 Ene 01,6:30,78,69,5.3,9.1,9.7,79,1015.5,0,-4, , 
2004 Ene 01,6:40,80,74,4.7,7.9,9.6,79,1015.5,0,-4, , 
2004 Ene 01,6:50,84,79,4.4,9.1,9.3,81,1015.4,0,-4, , 
2004 Ene 01,7:00,77,80,5.4,8.5,9.2,81,1015.4,0,-4, , 
2004 Ene 01,7:10,81,80,0,6.2,9,81,1015.4,0,-4, , 
2004 Ene 01,7:20,77,72,6.6,10.2,8.9,83,1015.4,0,-4, , 
2004 Ene 01,7:30,81,100,8.2,10.8,8.9,82,1015.4,0,-3, , 
2004 Ene 01,7:40,79,81,6.9,9.1,8.8,82,1015.4,0,-4, , 
2004 Ene 01,7:50,77,74,6.6,9.1,8.7,84,1015.3,0,-4, , 
2004 Ene 01,8:00,85,86,8.5,12.5,8.7,84,1015.5,0,-4, , 
2004 Ene 01,8:10,82,88,7.2,10.2,8.6,84,1015.6,0,-4, , 
2004 Ene 01,8:20,90,105,4,8.5,8.5,84,1015.6,0,-4, , 
2004 Ene 01,8:30,87,79,2.8,6.2,8.3,86,1015.6,0,-4, , 
2004 Ene 01,8:40,86,86,3.9,8.5,8.4,86,1015.6,0,-4, , 
2004 Ene 01,8:50,83,82,1.9,6.2,8.6,85,1015.7,0,-4, , 
2004 Ene 01,9:00,78,82,0,0,8.7,85,1015.9,0,-4,12.9,0
2004 Ene 01,9:10,75,75,1.6,2.8,8.5,84,1016,0,-4, , 
2004 Ene 01,9:20,81,75,0,0,8.1,86,1016.1,0,-4, , 
2004 Ene 01,9:30,69,75,0,0,7.9,87,1016.2,0,-4, , 
2004 Ene 01,9:40,80,75,0,0,7.6,89,1016.2,0,-4, , 
2004 Ene 01,9:50,75,75,0,0,7.8,88,1016.1,0,-3, , 
2004 Ene 01,10:00,79,75,0,0,8,88,1016.1,0,-3, , 
2004 Ene 01,10:10,78,75,0,3.3,8.2,87,1016,0,-4, , 
2004 Ene 01,10:20,77,75,6,9.7,8.5,86,1016.1,0,-3, , 
2004 Ene 01,10:30,87,86,2.3,6.8,8.8,85,1016,0,-3, , 
2004 Ene 01,10:40,86,100,5.8,9.1,8.8,85,1015.9,0,-4, , 
2004 Ene 01,10:50,90,76,2.4,7.4,8.8,84,1015.9,0,-4, , 
2004 Ene 01,11:00,99,98,1.6,2.2,8.6,85,1015.9,0,-4, , 
2004 Ene 01,11:10,161,98,0,0,8.2,87,1015.8,0,-4, , 
2004 Ene 01,11:20,109,98,0,0,8.1,88,1015.9,0,-4, , 
2004 Ene 01,11:30,140,98,0,0,7.9,88,1015.8,0,-4, , 
2004 Ene 01,11:40,123,98,0,0,7.8,89,1015.7,0,-4, , 
2004 Ene 01,11:50,117,98,0,0,8,89,1015.5,0,-3, , 
2004 Ene 01,12:00,105,107,3.7,7.4,8.7,85,1015.5,0,-3,12.8,0
2004 Ene 01,12:10,89,80,0,10.2,8.9,83,1015.5,0,-4, , 
2004 Ene 01,12:20,85,97,7.1,12,8.9,83,1015.4,0,-4, , 
2004 Ene 01,12:30,89,91,3.1,6.8,8.9,82,1015.5,0,-4, , 
2004 Ene 01,12:40,87,91,0,0,8.7,82,1015.5,0,-4, , 
2004 Ene 01,12:50,85,91,0,0,8.8,82,1015.5,0,-4, , 
2004 Ene 01,13:00,100,91,0,0,9,82,1015.6,0,-4, , 
2004 Ene 01,13:10,98,96,4,10.8,9.7,79,1015.7,0,-3, , 
2004 Ene 01,13:20,93,90,6.6,10.8,10.2,77,1015.9,0,-4, , 
2004 Ene 01,13:30,78,90,1.6,0,10,77,1016,0,-5, , 
2004 Ene 01,13:40,78,90,0,0,9.4,79,1016.3,0,-5, , 
2004 Ene 01,13:50,96,90,0,0,9,81,1016.5,0,-4, , 
2004 Ene 01,14:00,88,90,0,0,8.8,82,1016.6,0,-4, , 
2004 Ene 01,14:10,79,76,1.8,5.6,9.1,82,1016.7,0,-4, , 
2004 Ene 01,14:20,83,86,1.6,2.2,9.3,81,1016.8,0,-4, , 
2004 Ene 01,14:30,83,86,0,0,9.4,81,1016.8,0,-3, , 
2004 Ene 01,14:40,80,86,0,0,9.4,81,1017.1,0,-1, , 
2004 Ene 01,14:50,2,86,0,0,9,82,1017.4,0,4, , 
2004 Ene 01,15:00,16,86,0,0,8.6,84,1017.6,0,24,12.9,13.1
2004 Ene 01,15:10,347,350,1.6,7.9,8.7,83,1017.9,0,47, , 
2004 Ene 01,15:20,345,340,3.9,8.5,8.7,83,1018.2,0,71, , 
2004 Ene 01,15:30,347,352,3.2,8.5,9.2,82,1018.4,0,100, , 
2004 Ene 01,15:40,11,358,2,6.8,9.9,82,1018.7,0,129, , 
2004 Ene 01,15:50,8,31,1.7,4.5,11,78,1018.9,0,159, , 
2004 Ene 01,16:00,25,31,1.7,0,12.2,74,1019.1,0,189, , 
2004 Ene 01,16:10,16,23,1.6,2.8,13.1,71,1019.3,0,230, , 
2004 Ene 01,16:20,1,342,1.6,2.2,13.8,68,1019.4,0,257, , 
2004 Ene 01,16:30,38,342,0,0,14.1,68,1019.4,0,281, , 
2004 Ene 01,16:40,41,342,0,0,15.1,66,1019.4,0,310, , 
2004 Ene 01,16:50,334,342,0,0,16.2,63,1019.4,0,339, , 
2004 Ene 01,17:00,107,342,0,0,17.5,59,1019.4,0,374, , 
2004 Ene 01,17:10,334,342,0,0,18.5,56,1019.5,0,418, , 
2004 Ene 01,17:20,319,342,0,0,18.7,55,1019.7,0,405, , 
2004 Ene 01,17:30,300,342,0,0,18.9,57,1019.7,0,368, , 
2004 Ene 01,17:40,293,342,0,0,19.1,58,1019.7,0,456, , 
2004 Ene 01,17:50,315,342,0,0,19.6,56,1019.7,0,493, , 
2004 Ene 01,18:00,307,342,0,0,20.1,56,1019.7,0,508,14.1,14.5
2004 Ene 01,18:10,236,342,0,0,20.4,55,1019.6,0,594, , 
2004 Ene 01,18:20,220,163,2.2,8.5,20.4,54,1019.6,0,456, , 
2004 Ene 01,18:30,185,220,1.6,2.2,19.9,55,1019.4,0,239, , 
2004 Ene 01,18:40,209,220,0,0,19.7,56,1019.2,0,566, , 
2004 Ene 01,18:50,151,220,0,0,20.5,55,1018.8,0,591, , 
2004 Ene 01,19:00,216,245,1.6,12,20.7,53,1018.6,0,618, , 
2004 Ene 01,19:10,251,243,3.8,10.8,20.7,53,1018.5,0,588, , 
2004 Ene 01,19:20,264,243,0,0,20.8,53,1018.4,0,647, , 
2004 Ene 01,19:30,260,243,0,0,20.8,53,1018.2,0,430, , 
2004 Ene 01,19:40,249,231,3.9,13.7,20.6,55,1018,0,411, , 
2004 Ene 01,19:50,257,256,11.8,20.6,20.3,55,1017.9,0,567, , 
2004 Ene 01,20:00,247,264,12.6,18.9,20.1,56,1017.8,0,610, , 
2004 Ene 01,20:10,261,282,12.4,18.9,20.1,55,1017.7,0,617, , 
2004 Ene 01,20:20,268,232,13.2,18.9,20,55,1017.6,0,620, , 
2004 Ene 01,20:30,267,284,13.3,17.7,20,55,1017.4,0,567, , 
2004 Ene 01,20:40,284,290,15.3,22.9,19.9,53,1017.4,0,603, , 
2004 Ene 01,20:50,279,296,13.2,18.9,19.9,52,1017.2,0,563, , 
2004 Ene 01,21:00,283,276,12,18.9,19.9,53,1017.1,0,446,14.1,14.4
2004 Ene 01,21:10,301,298,11,17.7,19.8,52,1016.9,0,592, , 
2004 Ene 01,21:20,297,298,13.3,17.2,19.6,52,1016.9,0,489, , 
2004 Ene 01,21:30,284,291,12.9,20,19.4,52,1016.9,0,354, , 
2004 Ene 01,21:40,288,287,13.7,18.3,19.5,53,1016.8,0,571, , 
2004 Ene 01,21:50,288,288,12.6,16.6,19.8,51,1016.8,0,528, , 
2004 Ene 01,22:00,289,290,12.3,16.6,19.9,50,1016.8,0,439, , 
2004 Ene 01,22:10,291,287,14.3,20.6,19.5,51,1016.8,0,445, , 
2004 Ene 01,22:20,292,297,14.4,18.3,19.3,52,1016.9,0,368, , 
2004 Ene 01,22:30,287,279,14.9,18.9,18.9,54,1017,0,257, , 
2004 Ene 01,22:40,288,286,15.2,20.6,18.6,56,1017,0,355, , 
2004 Ene 01,22:50,289,288,14.8,18.9,18.7,56,1017.1,0,350, , 
2004 Ene 01,23:00,303,304,12.9,17.7,18.7,54,1017.2,0,294, , 
2004 Ene 01,23:10,301,304,14.6,23.5,18.5,55,1017.2,0,244, , 
2004 Ene 01,23:20,308,307,14.8,20,18.1,56,1017.2,0,200, , 
2004 Ene 01,23:30,307,301,14,18.9,17.8,59,1017.2,0,249, , 
2004 Ene 01,23:40,314,305,8.3,17.7,17.8,59,1017.2,0,129, , 
2004 Ene 01,23:50,314,303,11.9,16,17.4,59,1017.1,0,70, , 
2004 Ene 02,0:00,311,315,11.2,14.9,17,62,1017.2,0,85,13.6,13.9
2004 Ene 02,0:10,314,301,9.7,14.3,16.9,64,1017.1,0,94, , 
2004 Ene 02,0:20,319,317,9.7,14.3,16.9,66,1017.1,0,100, , 
2004 Ene 02,0:30,326,324,8.9,13.7,16.8,66,1017.1,0,50, , 
2004 Ene 02,0:40,330,317,7.4,13.7,16.4,68,1017.2,0,20, , 
2004 Ene 02,0:50,328,328,5,11.4,15.9,71,1017.2,0,8, , 
2004 Ene 02,1:00,324,328,7.3,10.8,15.6,74,1017.3,0,0, , 
2004 Ene 02,1:10,317,315,2.9,8.5,15.2,76,1017.4,0,-3, , 
2004 Ene 02,1:20,318,315,0,0,14.9,79,1017.5,0,-4, , 
2004 Ene 02,1:30,322,315,0,0,14.6,80,1017.6,0,-4, , 
2004 Ene 02,1:40,330,315,0,0,14.3,82,1017.7,0,-4, , 
2004 Ene 02,1:50,332,319,2.1,7.9,14,84,1017.7,0,-4, , 
2004 Ene 02,2:00,341,319,0,0,13.7,85,1017.7,0,-5, , 
2004 Ene 02,2:10,345,319,0,0,13.5,85,1017.8,0,-4, , 
2004 Ene 02,2:20,350,319,0,0,13.4,85,1017.9,0,-4, , 
2004 Ene 02,2:30,348,319,0,0,13.3,85,1018,0,-4, , 
2004 Ene 02,2:40,351,319,0,0,13.2,87,1017.9,0,-4, , 
2004 Ene 02,2:50,342,319,0,0,13,88,1017.8,0,-5, , 
2004 Ene 02,3:00,339,319,0,0,12.9,89,1017.8,0,-4,13,0
2004 Ene 02,3:10,341,319,0,0,12.6,89,1017.9,0,-5, , 
2004 Ene 02,3:20,17,319,0,0,12.2,90,1018,0,-5, , 
2004 Ene 02,3:30,63,319,0,0,11.9,93,1018,0,-5, , 
2004 Ene 02,3:40,44,319,0,0,11.6,93,1018.1,0,-5, , 
2004 Ene 02,3:50,40,319,0,0,11.3,94,1018.2,0,-4, , 
2004 Ene 02,4:00,26,319,0,0,11.1,94,1018.3,0,-4, , 
2004 Ene 02,4:10,15,319,0,0,10.9,95,1018.4,0,-4, , 
2004 Ene 02,4:20,335,319,0,0,10.8,94,1018.5,0,-4, , 
2004 Ene 02,4:30,50,319,0,0,10.5,95,1018.6,0,-4, , 
2004 Ene 02,4:40,22,319,0,0,10.3,95,1018.7,0,-4, , 
2004 Ene 02,4:50,8,319,0,0,10.2,93,1018.7,0,-4, , 
2004 Ene 02,5:00,48,319,0,0,10,92,1018.8,0,-4, , 
2004 Ene 02,5:10,86,319,0,0,9.7,90,1018.8,0,-4, , 
2004 Ene 02,5:20,80,319,0,0,9.3,90,1018.8,0,-4, , 
2004 Ene 02,5:30,80,319,0,0,9.1,90,1019,0,-4, , 
2004 Ene 02,5:40,81,319,0,0,9.1,91,1019,0,-4, , 
2004 Ene 02,5:50,82,319,0,0,9.2,89,1018.9,0,-4, , 
2004 Ene 02,6:00,84,84,1.6,2.8,9.2,88,1018.9,0,-4,12.9,0
2004 Ene 02,6:10,75,78,1.6,2.2,9.2,88,1018.8,0,-4, , 
2004 Ene 02,6:20,71,65,1.9,7.4,9.3,87,1018.8,0,-4, , 
2004 Ene 02,6:30,65,69,2.9,7.4,9.2,87,1018.7,0,-4, , 
2004 Ene 02,6:40,57,69,0,0,9,88,1018.7,0,-4, , 
2004 Ene 02,6:50,54,62,4.7,10.8,8.9,88,1018.7,0,-4, , 
2004 Ene 02,7:00,63,60,6.3,9.7,9.3,87,1018.7,0,-4, , 
2004 Ene 02,7:10,72,63,2.1,7.9,9.2,86,1018.7,0,-4, , 
2004 Ene 02,7:20,63,61,1.7,5.1,9.1,87,1018.7,0,-4, , 
2004 Ene 02,7:30,63,63,5.9,10.2,9.2,87,1018.7,0,-3, , 
2004 Ene 02,7:40,62,71,6.1,10.8,9.3,86,1018.5,0,-4, , 
2004 Ene 02,7:50,60,68,8.7,11.4,9.1,86,1018.4,0,-4, , 
2004 Ene 02,8:00,60,49,7.4,10.8,9,86,1018.2,0,-3, , 
2004 Ene 02,8:10,82,68,5.4,9.7,8.8,86,1018.1,0,-4, , 
2004 Ene 02,8:20,90,82,5.9,9.7,8.4,88,1018,0,-4, , 
2004 Ene 02,8:30,60,56,9,11.4,8.8,89,1017.8,0,-3, , 
2004 Ene 02,8:40,52,55,6.5,10.2,9.1,87,1017.7,0,-4, , 
2004 Ene 02,8:50,58,66,5.8,7.9,9.1,87,1017.7,0,-4, , 
2004 Ene 02,9:00,54,65,5.5,8.5,9.1,87,1017.7,0,-4,12.9,0
2004 Ene 02,9:10,66,74,2.7,6.8,8.9,86,1017.7,0,-5, , 
2004 Ene 02,9:20,42,55,1.6,3.9,8.3,89,1017.7,0,-5, , 
2004 Ene 02,9:30,64,55,0,0,8,91,1017.6,0,-4, , 
2004 Ene 02,9:40,58,55,0,0,7.7,92,1017.5,0,-4, , 
2004 Ene 02,9:50,74,55,0,0,7.3,93,1017.5,0,-5, , 
2004 Ene 02,10:00,63,55,0,0,7.1,94,1017.5,0,-4, , 
2004 Ene 02,10:10,55,55,0,0,6.9,95,1017.5,0,-4, , 
2004 Ene 02,10:20,54,55,0,0,6.7,96,1017.3,0,-4, , 
2004 Ene 02,10:30,45,55,0,0,6.4,97,1017.2,0,-4, , 
2004 Ene 02,10:40,48,55,0,0,6.3,98,1017.1,0,-4, , 
2004 Ene 02,10:50,52,55,0,0,6.1,98,1017.1,0,-4, , 
2004 Ene 02,11:00,63,55,0,0,6,99,1017,0,-4, , 
2004 Ene 02,11:10,76,74,1.9,6.2,6.3,100,1016.9,0,-3, , 
2004 Ene 02,11:20,71,69,2.4,6.2,6.6,99,1016.8,0,-4, , 
2004 Ene 02,11:30,74,75,4.4,7.9,6.8,98,1016.7,0,-4, , 
2004 Ene 02,11:40,84,85,6.7,9.1,6.9,97,1016.7,0,-4, , 
2004 Ene 02,11:50,79,67,6.2,8.5,7,96,1016.6,0,-4, , 
2004 Ene 02,12:00,97,100,3.3,7.4,6.9,96,1016.5,0,-4,12.8,0
2004 Ene 02,12:10,91,100,0,0,6.7,96,1016.6,0,-4, , 
2004 Ene 02,12:20,90,100,0,0,6.5,97,1016.6,0,-4, , 
2004 Ene 02,12:30,84,100,0,0,6.3,98,1016.7,0,-4, , 
2004 Ene 02,12:40,85,100,0,0,6.1,99,1016.6,0,-4, , 
2004 Ene 02,12:50,85,91,2.4,8.5,6.1,100,1016.6,0,-4, , 
2004 Ene 02,13:00,88,97,5.4,7.4,6.2,100,1016.5,0,-4, , 
2004 Ene 02,13:10,92,98,4.4,6.8,6.2,100,1016.6,0,-4, , 
2004 Ene 02,13:20,74,82,2,3.9,6.1,99,1016.7,0,-4, , 
2004 Ene 02,13:30,65,82,0,0,5.9,99,1016.9,0,-4, , 
2004 Ene 02,13:40,62,82,0,0,5.7,99,1017.1,0,-4, , 
2004 Ene 02,13:50,68,73,1.7,7.4,5.8,100,1017.2,0,-4, , 
2004 Ene 02,14:00,73,65,6.6,9.7,5.9,100,1017.3,0,-4, , 
2004 Ene 02,14:10,75,89,7.6,11.4,6.2,100,1017.3,0,-4, , 
2004 Ene 02,14:20,70,78,6.4,9.1,6.6,100,1017.3,0,-4, , 
2004 Ene 02,14:30,74,82,7.2,10.8,6.6,98,1017.4,0,-3, , 
2004 Ene 02,14:40,79,90,8.5,12,6.5,97,1017.5,0,1, , 
2004 Ene 02,14:50,74,79,7.6,10.8,6.6,97,1017.5,0,6, , 
2004 Ene 02,15:00,72,79,8,10.8,6.9,97,1017.5,0,26,12.8,13.1
2004 Ene 02,15:10,64,68,6.8,10.8,7.4,95,1017.5,0,49, , 
2004 Ene 02,15:20,83,80,7.7,12.5,7.9,93,1017.6,0,76, , 
2004 Ene 02,15:30,81,85,7.9,10.8,8.4,91,1017.7,0,107, , 
2004 Ene 02,15:40,85,80,6.9,9.7,9.1,88,1017.8,0,137, , 
2004 Ene 02,15:50,89,91,5.4,8.5,9.9,86,1017.9,0,171, , 
2004 Ene 02,16:00,70,79,3.3,8.5,10.9,83,1018,0,212, , 
2004 Ene 02,16:10,50,58,2.6,6.8,11.9,79,1018.1,0,258, , 
2004 Ene 02,16:20,42,58,0,0,12.9,75,1018.1,0,279, , 
2004 Ene 02,16:30,48,58,0,0,13.9,72,1018.2,0,264, , 
2004 Ene 02,16:40,15,58,0,0,14.9,67,1018.4,0,305, , 
2004 Ene 02,16:50,323,58,0,0,15.7,64,1018.5,0,382, , 
2004 Ene 02,17:00,315,332,3.5,11.4,16,63,1018.6,0,395, , 
2004 Ene 02,17:10,320,342,5.1,12,15.9,65,1018.6,0,417, , 
2004 Ene 02,17:20,318,314,8.8,13.1,15.9,64,1018.4,0,399, , 
2004 Ene 02,17:30,325,338,9.8,14.3,15.5,64,1018.3,0,240, , 
2004 Ene 02,17:40,325,329,2.7,11.4,15.4,65,1018.4,0,420, , 
2004 Ene 02,17:50,323,306,9,16.6,15.8,63,1018.4,0,547, , 
2004 Ene 02,18:00,312,303,13.9,18.3,15.9,62,1018.4,0,536,14.2,14.5
2004 Ene 02,18:10,320,327,11.9,16.6,16.2,60,1018.2,0,559, , 
2004 Ene 02,18:20,312,293,11.7,17.2,16.7,56,1018.1,0,508, , 
2004 Ene 02,18:30,318,295,12.7,20.6,16.8,58,1018,0,597, , 
2004 Ene 02,18:40,314,301,15.2,22.9,17,59,1018,0,631, , 
2004 Ene 02,18:50,314,306,17.7,25.8,17.1,61,1017.8,0,664, , 
2004 Ene 02,19:00,315,301,20.9,30.4,16.9,61,1017.6,0,689, , 
2004 Ene 02,19:10,317,323,22.3,31.6,16.8,66,1017.7,0,441, , 
2004 Ene 02,19:20,323,322,22.7,33.3,16.2,71,1017.7,0,564, , 
2004 Ene 02,19:30,322,310,22.1,31,16.3,72,1017.3,0,629, , 
2004 Ene 02,19:40,322,309,20.1,27.5,16.5,71,1017,0,629, , 
2004 Ene 02,19:50,325,322,17.5,26.4,16.9,69,1016.7,0,624, , 
2004 Ene 02,20:00,327,308,15.5,28.1,17.1,68,1016.4,0,627, , 
2004 Ene 02,20:10,306,299,14.8,21.8,16.9,68,1016,0,625, , 
2004 Ene 02,20:20,303,306,15.1,19.5,16.8,68,1015.8,0,619, , 
2004 Ene 02,20:30,294,296,13.8,19.5,17,67,1015.6,0,614, , 
2004 Ene 02,20:40,294,303,15.1,21.2,17.2,65,1015.5,0,608, , 
2004 Ene 02,20:50,288,283,16.5,24.1,17.3,64,1015.5,0,597, , 
2004 Ene 02,21:00,302,305,19.8,27.5,17.2,67,1015.4,0,588,14.2,14.5
2004 Ene 02,21:10,300,304,21.9,28.7,16.8,73,1015.4,0,571, , 
2004 Ene 02,21:20,300,303,23.1,29.8,16.6,76,1015.4,0,557, , 
2004 Ene 02,21:30,305,304,23.7,31.6,16.5,75,1015.5,0,542, , 
2004 Ene 02,21:40,303,308,25.7,34.4,16.5,76,1015.6,0,526, , 
2004 Ene 02,21:50,317,321,23,32.1,16.4,77,1015.6,0,513, , 
2004 Ene 02,22:00,310,304,22.7,30.4,16.5,77,1015.6,0,490, , 
2004 Ene 02,22:10,307,314,24,29.8,16.4,77,1015.7,0,465, , 
2004 Ene 02,22:20,305,303,20.6,30.4,16.4,78,1015.7,0,440, , 
2004 Ene 02,22:30,309,309,20.9,29.8,16.4,78,1015.7,0,417, , 
2004 Ene 02,22:40,310,301,20.2,29.8,16.3,79,1015.6,0,393, , 
2004 Ene 02,22:50,316,302,18.3,25.8,16.3,78,1015.5,0,365, , 
2004 Ene 02,23:00,322,297,16.2,22.9,16.4,77,1015.6,0,336, , 
2004 Ene 02,23:10,309,298,19.5,25.8,16.3,77,1015.8,0,304, , 
2004 Ene 02,23:20,311,316,18.3,26.4,16.1,79,1015.6,0,273, , 
2004 Ene 02,23:30,316,320,16.7,22.9,16.1,79,1015.5,0,240, , 
2004 Ene 02,23:40,307,318,17.4,24.1,16,79,1015.5,0,209, , 
2004 Ene 02,23:50,322,328,16.3,25.2,15.9,76,1015.4,0,178, , 
2004 Ene 03,0:00,318,316,15.4,22.9,15.8,76,1015.5,0,145,13.8,14
2004 Ene 03,0:10,311,321,17.7,24.6,15.6,78,1015.6,0,115, , 
2004 Ene 03,0:20,312,305,17.9,24.1,15.3,80,1015.6,0,86, , 
2004 Ene 03,0:30,315,313,15.8,24.1,15.2,80,1015.5,0,59, , 
2004 Ene 03,0:40,316,305,14.2,21.2,14.9,83,1015.6,0,33, , 
2004 Ene 03,0:50,322,311,12.9,20.6,14.6,85,1015.6,0,10, , 
2004 Ene 03,1:00,320,337,13.5,20.6,14.2,87,1015.6,0,0, , 
2004 Ene 03,1:10,323,327,12.7,19.5,13.9,89,1015.5,0,-3, , 
2004 Ene 03,1:20,323,328,11.8,18.3,13.6,91,1015.5,0,-4, , 
2004 Ene 03,1:30,324,314,12.3,17.2,13.5,91,1015.5,0,-4, , 
2004 Ene 03,1:40,325,306,11.4,15.4,13.3,92,1015.5,0,-4, , 
2004 Ene 03,1:50,324,331,12.8,17.7,13.2,93,1015.5,0,-4, , 
2004 Ene 03,2:00,326,316,13,18.3,13.1,94,1015.5,0,-4, , 
2004 Ene 03,2:10,326,339,12,17.2,13,94,1015.6,0,-4, , 
2004 Ene 03,2:20,326,343,10.2,17.2,13,95,1015.6,0,-4, , 
2004 Ene 03,2:30,326,335,9.4,12.5,12.8,95,1015.6,0,-4, , 
2004 Ene 03,2:40,330,331,7.6,12,12.7,96,1015.6,0,-4, , 
2004 Ene 03,2:50,336,352,7.1,9.7,12.6,97,1015.7,0,-3, , 
2004 Ene 03,3:00,339,341,6.2,9.1,12.6,97,1015.6,0,-2,13.1,0
2004 Ene 03,3:10,342,344,7,9.7,12.7,96,1015.6,0,-2, , 
2004 Ene 03,3:20,353,358,3.7,7.9,12.8,96,1015.7,0,-2, , 
2004 Ene 03,3:30,352,351,4.4,8.5,12.9,94,1015.7,0,-3, , 
2004 Ene 03,3:40,5,357,2,7.4,12.9,94,1015.7,0,-3, , 
2004 Ene 03,3:50,6,21,2.2,7.4,12.8,94,1015.6,0,-3, , 
2004 Ene 03,4:00,9,347,2.3,6.8,12.8,94,1015.6,0,-3, , 
2004 Ene 03,4:10,2,14,2.5,6.8,12.8,94,1015.6,0,-3, , 
2004 Ene 03,4:20,357,348,2.8,9.1,12.7,94,1015.7,0,-3, , 
2004 Ene 03,4:30,348,355,2.4,6.2,12.7,94,1015.8,0,-2, , 
2004 Ene 03,4:40,346,350,6.1,10.2,12.7,94,1015.9,0,-2, , 
2004 Ene 03,4:50,346,349,7,9.7,12.7,93,1015.9,0,-3, , 
2004 Ene 03,5:00,347,351,3.5,9.1,12.4,93,1016.1,0,-4, , 
2004 Ene 03,5:10,340,351,0,0,12.1,94,1016.2,0,-4, , 
2004 Ene 03,5:20,22,9,1.9,5.1,11.9,96,1016.2,0,-3, , 
2004 Ene 03,5:30,39,13,1.7,3.9,11.8,96,1016.2,0,-4, , 
2004 Ene 03,5:40,0,0,1.8,5.1,11.6,97,1016.1,0,-4, , 
2004 Ene 03,5:50,349,345,1.7,3.3,11.5,97,1016.1,0,-4, , 
2004 Ene 03,6:00,357,13,1.6,2.2,11.3,97,1016.1,0,-3,12.9,0
2004 Ene 03,6:10,339,13,0,0,11.4,99,1016,0,-3, , 
2004 Ene 03,6:20,339,341,3.1,7.4,11.3,98,1016,0,-4, , 
2004 Ene 03,6:30,350,344,2.8,5.6,11,98,1016.1,0,-4, , 
2004 Ene 03,6:40,356,344,0,0,10.7,98,1016.1,0,-5, , 
2004 Ene 03,6:50,24,344,0,0,10.2,99,1016,0,-5, , 
2004 Ene 03,7:00,32,23,1.6,2.2,9.9,100,1016,0,-4, , 
